follower,following
joanturner14,debrahayes80
earlpowell78,katherineharris09
frankwright56,rogerperry91
anthonygonzalez56,justinpeterson59
jimmylewis52,denisebutler72
garymiller50,raymondnelson97
cherylbryant00,kathrynhoward65
normarichardson46,christinagonzales77
cynthiamurphy42,waltermoore44
douglasperez17,williewilliams05
johnnyrussell75,elizabethedwards39
beverlygonzalez78,paulabennett63
keithbutler03,brianmitchell63
dorispowell68,brendarivera34
brucediaz89,chrisroberts93
virginiamiller25,janicemoore87
dorisbrooks13,haroldstewart00
markgreen45,janicebell09
jeanadams27,richardjohnson72
wandacollins94,richardgonzalez85
waynejames34,rogerreed08
anneharris70,georgemartin03
garygray71,janephillips43
martindiaz02,chrismorris63
danielbutler91,jessicacarter52
howardsanchez35,kathrynlopez58
jessebaker34,carlsanders08
josestewart56,arthurdiaz79
ryanross87,jeanalexander90
stevengarcia62,janicejames85
chrisross76,kathleenmitchell03
michaelcampbell01,jeanreed33
barbaramartin81,johnnyflores81
robincollins34,lawrencerobinson25
jesselewis92,robertmorris97
johnthomas69,annfoster33
marythomas07,cherylcarter49
amandamoore71,melissadavis47
earlbrown26,jeffreygonzalez90
margaretbennett35,ruthanderson44
helenpeterson53,alanreed65
andrewpatterson53,georgerobinson31
helenhill42,rubyhernandez23
dennisthomas21,bobbycampbell24
normagonzales07,joeroberts90
joeperry10,nancywright85
elizabethross20,theresapowell74
russellscott31,jeffreyfoster17
juanphillips15,kennethsanders06
joycekelly29,nicolefoster30
stevewhite68,juancook66
maryross13,kellygarcia79
russellperry47,mariesanchez81
christineperez65,rebeccarobinson20
sarawatson78,kathrynhernandez76
loriallen84,donnacox89
wandahayes02,walterjames39
angelabaker53,lawrencegray94
michaelhayes02,dorissanders68
garybrooks36,deborahmoore89
scotttorres30,alicerichardson47
annemoore08,keithcook05
teresabrooks11,matthewrichardson56
seanlong61,sarajones61
donaldbutler74,stevemartin40
alanpeterson96,alicelong75
elizabethmurphy64,eugenediaz10
walterbrooks58,kennethwilliams75
robingarcia13,katherinedavis83
mariareed41,toddgreen20
karenbryant30,matthewwood38
janetbryant19,joycebarnes67
danielmorgan87,wayneperez14
ryanrobinson10,danielhoward71
davidmorris33,rosegarcia28
mildredross00,carolyntaylor30
earlgarcia06,scottpatterson00
juangray31,joeking14
howardhernandez71,wandascott67
stephenalexander89,christopherbell49
saracollins52,lawrenceflores74
dianeanderson01,robinramirez79
loriedwards68,jeanscott34
henryrodriguez69,sarahthomas43
ireneking38,waynebailey06
margaretallen81,phillipgriffin02
juanperez25,earlperry06
nicholasreed89,joanrogers71
beverlyharris41,seanmurphy61
geraldgray63,emilywilson28
michelleroberts25,kennethdavis67
joshuarobinson14,timothydiaz33
theresabryant63,evelynkelly59
marilynjenkins07,kathleenmitchell03
geraldbrooks13,scottsanchez58
ralphprice27,phylliswhite87
deniseadams56,heatherflores70
amyanderson94,evelynbarnes88
dianahernandez58,joshuaalexander09
stephengriffin44,dianecoleman44
jessewhite37,edwardwalker78
billymartinez83,angelastewart56
nicholaswashington17,jonathangonzalez87
donnarodriguez66,elizabethlong54
joebrooks99,tinadiaz77
dianeadams30,georgereed42
waynethompson61,chrisjones19
heatherjackson14,sharonallen15
rubyreed21,markroberts93
geraldrussell48,ernestcooper89
karenanderson49,sarahroberts37
kathleenjames70,michaeljohnson20
patriciamorgan76,cynthiahernandez34
janicepeterson18,rebeccarussell50
charlesgarcia18,seanperez04
francesallen13,lillianscott29
sarahmartinez16,jimmywashington99
juliayoung81,danieljones17
adamsimmons82,carlosyoung91
davidward20,henrylopez30
stevenlee41,alangriffin53
joshuabrooks53,anthonyparker16
joanhughes73,garyrichardson84
stephanierogers98,anniecarter32
jessicajohnson80,barbaraalexander24
matthewjenkins71,lauragonzales36
juliawood97,billymorgan08
annagonzales93,craigmiller21
emilymartin90,carlthomas40
howardscott85,anneturner55
patrickkelly35,dennissimmons64
briancooper34,toddallen32
clarenceperez79,paulallen85
christinamitchell32,johnthompson36
steventurner91,matthewgriffin17
annwood75,christinareed76
jacquelineedwards46,annwhite82
brendadiaz33,stephanierussell95
ruthjames71,joyceross83
chriscook33,sandramorgan85
christinaking00,matthewcooper16
dorisgonzalez61,dennisallen42
aaronrivera80,gloriahughes66
wandawilson30,samueljones40
virginiaanderson28,scottflores57
justinsanchez66,eugeneanderson85
carolynbell28,philipward91
jessicahoward29,jeancampbell90
terryprice88,andreaanderson94
joyceturner03,raymondcook79
craigsanchez99,arthurwashington76
carlosprice87,jacquelinebrooks24
phyllislewis77,louiseallen30
jessicasanchez63,ryanedwards98
rosehoward15,andreaward06
brandonadams03,laurabailey12
patrickrodriguez28,roybutler82
robertwhite25,nicholasgray29
franknelson22,ronaldcox82
carolallen06,russelllopez39
laurareed27,jackdiaz78
bobbypatterson56,kathrynflores33
annajackson93,janemorris70
charlesscott93,rosethomas38
dennismorgan31,annaperez55
melissamitchell15,haroldjenkins51
douglasalexander91,jacquelinejackson99
josecox99,royharris60
amandareed57,thomasrichardson39
judithprice33,cynthialewis74
shirleytaylor09,cherylalexander11
anthonyadams75,beverlyroberts93
clarencehernandez65,geraldharris34
tammyfoster04,haroldrivera40
louisecooper61,eugenemitchell90
mariewashington84,paulgonzales92
teresaturner37,cherylmitchell72
tammyjames21,dianehill79
emilybryant31,melissaalexander05
stephaniegonzalez16,marilyncoleman34
christophermiller68,keithmoore05
douglaslopez52,rebeccabutler47
robertmartin39,stephanierussell95
jackrussell93,philliphayes51
jimmybrooks50,donnarodriguez66
dorothygriffin29,raymondhoward55
sandrarobinson64,georgepowell86
margaretprice95,laurayoung41
marthamorgan69,randyhayes25
michaelrichardson17,kimberlycooper48
mariayoung27,rosegreen34
alicestewart24,patricksmith76
williegarcia37,joycemartin38
ralphbryant01,kimberlymartin36
charlespowell08,sarahnelson93
rubygarcia28,joycemitchell79
garytorres09,arthurperry09
virginiacollins58,frankhenderson78
jamesbell65,sarabennett37
amandabrooks18,mildredjackson74
denisepatterson63,nicolethompson32
jerryjames20,helenjohnson23
chriscook33,kevinking95
philipross90,martinlong09
andreaflores81,sandracooper07
janicepatterson21,kimberlyperry39
brucebennett94,annepatterson34
markcooper32,ireneyoung70
rebeccabailey08,alicerivera43
chrisgarcia31,cherylmorris11
richardcooper45,jeffreymorgan87
earlroberts26,lisacarter88
annieallen01,seanwright78
rogertaylor78,tammyfoster04
kennethrivera57,stephenlopez00
ralphjones93,juliewashington10
kimberlysanchez08,carolynrodriguez70
sandrasanders14,fredclark74
brendareed06,geraldbrown26
nicolegray36,roseflores60
dorothylopez74,ruthjackson66
jacquelinecollins95,lawrenceroberts74
jeffreymartinez63,roywalker36
christopheradams01,matthewpatterson92
christurner22,kathleenwilliams15
seanpatterson78,kathykelly90
donaldfoster17,phylliscollins52
waltermorris01,walterflores81
stevenwright60,stevengray87
kellyjackson57,douglasjenkins38
bobbycook04,rebeccaharris99
carolcollins41,rachelhughes20
cynthiabell11,katherinelewis94
phillipbryant43,harrywalker51
frankgarcia34,williewatson87
janicehoward63,geraldking71
randywashington96,janeramirez05
phillipgray51,howardpowell35
jacquelineross55,jessicalopez20
carolynjohnson56,jamesyoung15
carlgreen16,royrogers34
aliceking96,ryankelly88
arthurlee78,larryjohnson88
lawrencehall01,charlesroberts01
joanreed10,anthonygriffin55
harrythompson17,patriciabell22
amandabutler17,emilywatson50
carolynramirez30,rosescott80
josejackson05,rubyalexander01
teresacollins22,patriciasanchez38
alicelewis06,ashleymitchell94
tammygriffin61,ashleyevans60
kathrynmiller90,debrasanders11
michaelwatson24,annamartin76
carolphillips23,haroldbaker11
garyjenkins02,donnawright73
marypeterson14,clarencefoster89
sarareed54,janetsanchez30
juliarussell66,rachelsanders27
annesanders73,kathrynanderson94
angelalopez58,loiswhite12
robinsmith47,helenbell53
josemiller30,ruthmorgan64
rogerjames32,dennishenderson31
michaelbrooks84,carolyngonzalez24
justinbrooks32,christophermorris75
keithcollins54,toddbailey92
katherinehill42,howardcox47
dianabrown88,christopherrodriguez04
davidmurphy45,loisdavis38
bettycooper59,patrickmartinez30
jessegreen15,katherinecoleman98
maryroberts42,loriramirez43
charleshenderson53,stephenmurphy74
bonnieyoung07,billyclark02
beverlypatterson66,lawrencegonzalez45
lawrencejenkins80,haroldsimmons61
lillianreed06,joanhoward94
pamelarussell80,saracollins52
cynthiapeterson57,andreaharris68
garyanderson07,cynthiasimmons91
gloriadiaz07,harryrussell03
michaelking81,samuellewis10
timothyrodriguez26,earlclark07
ashleyturner27,louisejackson98
antoniomorris96,brandonhall28
jeanthomas33,thomasroberts57
jameswright47,stephengray80
stevenjones09,aaronbaker66
katherinemartinez61,kennethfoster80
roserodriguez67,toddbryant20
larrymitchell71,ronaldflores97
theresagreen19,normasmith47
bettythomas16,ralphsimmons34
janiceanderson45,wandaturner44
dorisfoster23,susanwatson55
rebeccacollins80,peterbailey41
larryharris47,rubyallen28
sharonsimmons91,deborahpowell69
annafoster87,waynepowell31
jeangonzalez50,evelynjohnson81
donnastewart14,pamelamitchell02
carlmitchell02,aaronking67
francestorres89,rosepowell51
earljames52,andrewtaylor24
johnnywood26,virginiaramirez71
janicewalker04,haroldyoung72
francesthompson78,carolynmitchell71
randybutler95,tammyhernandez56
davidprice74,fredjenkins90
jasonhoward63,lillianflores54
donaldallen87,lindamurphy30
brianstewart39,marymorris49
brendaharris08,ronaldpeterson53
kennethkelly97,johntorres71
angelamorgan34,andreagray38
charlesjackson06,rachelbutler02
melissaharris42,johngriffin67
lisathomas74,juliahernandez10
chrishenderson58,chrissmith12
laurarivera89,kathleenwilson59
janeking04,deborahwalker59
kathleenwashington70,clarencefoster89
emilybutler89,beverlybrown47
emilypeterson21,royanderson26
henrybaker21,adamhayes41
terrybarnes42,juanrivera02
deborahwashington43,roseanderson65
randyramirez62,carolhall02
patrickcoleman67,jonathanthompson55
marthagarcia98,cynthiarogers78
marthajones73,lilliantorres08
ryanwilliams48,teresacooper69
alberthayes88,lisawashington51
nicholaslong83,scottcooper47
caroltorres71,howardjenkins17
janetprice49,janetrobinson01
saracook08,kathrynpeterson68
louiswilliams88,patriciaward41
paulrivera97,marthacoleman87
josejenkins03,shawnbaker56
kellycox62,raymondhall46
rosekelly09,patricksmith76
lisawilliams30,jasonhenderson95
sandramitchell97,robertsmith50
ralphking13,ashleygray45
catherinepeterson31,teresabailey02
shawnmorgan49,petergonzales20
nicholasthompson85,robertperez63
larryjenkins79,randydavis35
beverlywashington86,paulmiller97
janeflores07,richardtaylor35
earlcooper00,paulhenderson33
bruceadams82,markbutler41
albertflores56,carolynyoung23
annelopez99,sharonnelson30
denisebailey74,deniseroberts87
rachelrobinson37,bobbyhughes88
brucephillips34,roygonzales20
victorjenkins19,amandalong12
jimmyedwards07,sharonhernandez48
jasonward22,frankgreen39
eugenegarcia46,jessicagonzales52
joecook62,donnajackson69
lawrenceking14,annephillips17
tammydiaz12,ralphcox86
jesserussell35,kathrynross16
louiswilson97,billyanderson58
mildredrodriguez30,dorothybrown91
jonathanlong43,amandajenkins47
marietaylor33,juanhernandez82
thomasprice68,janeallen08
kathrynhoward65,kathrynross16
ralphrichardson72,brendacook00
kimberlyadams14,bobbyhughes88
dorothyflores69,sarahjenkins24
margaretclark99,justinwalker42
virginiaperez00,catherinesanders54
charlesgonzalez15,mildredharris78
virginiasmith07,fredwhite71
martinmartinez72,karenstewart97
waltergarcia10,lauralong31
rogergray62,sharonmiller02
johnperez45,larrybailey96
kathleenking64,laurajenkins60
teresahenderson78,randyturner66
jessepatterson07,ernestflores59
teresasanders67,lauramurphy16
sarahjackson11,toddhayes64
albertwalker70,robinalexander15
jacklewis30,jeremytorres37
jacquelinedavis75,marilynrivera77
juliehayes51,janeflores07
antoniosanders29,cherylflores82
josephbrown39,kathryncook25
shirleysmith56,ryanjohnson28
stephaniepatterson06,irenehall63
andrewflores45,dennishayes65
johnnycook05,melissajenkins97
alanmoore39,lorimiller32
victorcooper30,frankramirez78
dennismartinez50,peterbrooks62
sarahmorris05,jeffreycampbell36
williecollins38,annebryant91
annieperez72,philliplopez88
harryscott29,ruthscott35
louisthompson50,jeremyjenkins59
judithross13,ronalddavis52
russellnelson79,haroldbarnes01
rebeccaphillips45,justinpowell41
nicolerussell07,sandrarussell84
seanwhite05,alanlewis97
pamelabrooks46,louisbrown82
lindahernandez56,jimmyhill40
bettypatterson00,theresayoung13
clarencejohnson99,judithjackson82
janeperry75,nicholasharris37
timothylee36,jessemorgan00
maryross13,tammyrussell68
marilynward69,markross74
clarencejenkins38,markdiaz58
joeperez74,chrismoore93
kathrynbrown54,annflores65
theresaflores78,jacquelinemurphy15
richardstewart50,keithmiller74
carolcollins41,sandrawatson14
janicebryant54,stevendavis04
beverlypowell58,stevenjenkins72
willieallen37,ericbaker04
harrybutler25,mariehall07
terrybailey18,josegreen75
deborahflores05,benjaminrivera63
marilynhernandez73,barbaracook55
jeanharris57,annamiller92
normafoster09,anthonyhall54
jeanbutler13,tinaalexander08
tammyjenkins01,matthewperry14
phillipbaker25,waynejenkins08
josephhenderson88,kathleenwilson59
sarajohnson15,ryanalexander89
helenrussell62,dorisallen49
francescoleman50,jerryclark98
charlesalexander92,carollee05
thomasreed57,saralee88
jonathancollins05,keithhernandez15
christinelopez56,jeremyphillips97
kathyramirez21,carolynbell28
jeffreycox13,jessetaylor09
cynthiawilliams15,seanmartinez85
amyfoster99,kathrynharris06
benjaminyoung23,dianamitchell04
nicholasmorris85,eugenemitchell90
alberthenderson49,mildredpeterson91
kennethtorres37,louisepeterson26
dianareed03,heathersimmons44
ashleyrichardson18,russellgray03
samuelalexander33,justinsmith32
loriramirez43,sarahernandez99
danielhall73,jennifercook62
denisetorres48,dianelewis80
benjamindavis01,carolynbutler34
jimmymiller33,johnjenkins15
josediaz61,kathyadams19
randybailey45,kennethbell76
richardrogers63,gloriaevans24
lauragray13,sandrajenkins87
katherinelong53,brendastewart38
frankclark02,clarencetorres40
mariesmith05,patrickcook22
julieedwards29,jackrobinson05
justinfoster89,lisabaker02
dorothypeterson60,rogerward22
nicolewhite75,ronaldjohnson68
sarahturner35,phyllislong57
tammybennett46,edwardpeterson51
jackstewart92,seanlee24
nicolewilliams28,marthathomas08
jeremybaker16,timothytaylor33
joycejenkins90,elizabethperez03
brucediaz89,sharonhall46
teresahenderson78,patrickflores79
williebaker32,irenecarter84
jeremyhernandez63,seansmith05
bettytorres40,margaretgonzalez32
louisepowell20,elizabethross20
josephgriffin12,cheryljackson49
toddbennett24,shawntaylor84
carlmiller34,ryangray63
jerrylee90,annemartinez30
lisayoung60,shawngonzales53
jimmyallen92,bonnieflores09
gloriabailey97,samuelcoleman46
jeffreyadams48,normajohnson21
lindadiaz50,kevinjames43
michaelhill17,francescook19
brandonjames09,albertrobinson28
jeremymitchell75,shawnhernandez09
keithhenderson50,brendatorres30
normaclark74,teresabrown24
johnnytorres85,lisabell23
keithperry96,howardbennett30
stephaniecollins84,lindamartin32
dorisdavis83,stephaniescott49
rebeccaallen31,stephanierivera69
francesclark18,stephenlopez00
terrylopez04,kathyking70
frankgonzales68,louisthomas64
marilyncarter72,robinward71
sharonparker74,billyclark02
susanwright89,patriciajames12
adamjones68,adamrichardson82
amyallen93,brandonmurphy93
heatherlong65,brucecox28
ernestnelson58,aaronjones87
rubygreen90,evelynperry34
danielsanders54,marilynrichardson65
haroldsmith97,marksmith00
catherinerussell32,christurner22
ryanbryant70,williemorris45
antoniojohnson82,charlesparker41
jimmyyoung68,carolrivera51
francesedwards69,danielcooper12
waynejenkins08,clarencewhite93
juliagonzalez24,mariecarter76
juliehall86,juliabell95
aaronthomas89,lorisanchez16
haroldjohnson50,edwardedwards48
tinacollins30,haroldbaker11
nicholascampbell82,willieward12
georgebryant20,earljackson48
royflores74,marthacooper38
kevincollins38,clarencehoward55
ryanpowell14,brendaanderson40
stephaniepeterson66,maryrivera63
michaellong99,ashleyhayes21
stevencampbell26,wandaprice82
loisgreen41,jeffreynelson28
annahernandez46,petersmith35
lisadavis83,jacquelinemurphy15
seanmurphy61,georgetaylor65
andreaharris68,susanmartinez56
lindaadams78,josephmoore32
matthewsanchez69,stephanieward00
haroldbailey41,christopherpeterson64
juliamoore91,susanreed97
virginiafoster52,wandadavis47
rebeccacampbell43,joecampbell76
helencoleman67,kathyroberts54
kevinjones25,stephenhayes29
kimberlyjones31,robinmiller31
billyhenderson87,martinpeterson41
kimberlyhoward37,stephaniehall13
brendarogers14,markperez13
marymorris49,victorthompson87
lauraedwards06,donnacook17
benjaminsimmons69,patrickgriffin80
stephaniewright93,paulpatterson09
joekelly75,joshuamorris44
jasonfoster89,lindayoung26
howardbailey68,jeffreyrivera12
cherylwilliams06,martinclark77
joshuaphillips81,earlmorgan64
katherinemorris85,keithevans42
marthagreen69,doriscox69
jeremycooper78,bonniewalker38
chrisjames78,brendaadams19
keithrichardson91,janicegarcia88
juliawalker09,louisescott48
haroldbarnes01,chrismorris63
earltaylor49,thomasrussell05
francesrodriguez78,jackbryant88
louisphillips36,kathrynedwards59
kimberlysmith24,williegreen37
amyclark24,phyllismartin37
dorisparker87,seanbennett93
bobbyjames10,joejackson58
shawnbennett91,matthewstewart49
